page,week_start,clicks,impressions,position_avg,ctr_pct
https://www.miaphotobooth.net/post/top-5-photo-booth-trends-in-miami-for-2026,2026-05-18,0,4,4.75,0.0
https://www.miaphotobooth.net/post/top-5-photo-booth-trends-in-miami-for-2026,2026-05-25,0,2,9.0,0.0
https://www.miaphotobooth.net/post/top-christmas-photo-booth-prop-ideas-for-festive-fun,2026-02-23,0,1,3.0,0.0
https://www.miaphotobooth.net/post/top-christmas-photo-booth-prop-ideas-for-festive-fun,2026-03-23,0,4,6.0,0.0
https://www.miaphotobooth.net/post/top-christmas-photo-booth-prop-ideas-for-festive-fun,2026-03-30,0,1,4.0,0.0
https://www.miaphotobooth.net/post/top-christmas-photo-booth-prop-ideas-for-festive-fun,2026-04-06,0,2,6.5,0.0
https://www.miaphotobooth.net/post/top-christmas-photo-booth-prop-ideas-for-festive-fun,2026-04-13,0,1,8.0,0.0
https://www.miaphotobooth.net/post/what-are-photo-booth-pictures-a-complete-breakdown,2026-02-09,0,53,1.06,0.0
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-02-09,9,5019,3.16,0.179
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-02-16,5,3439,3.56,0.145
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-02-23,9,3482,3.84,0.258
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-03-02,6,2660,3.43,0.226
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-03-09,13,2743,3.43,0.474
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-03-16,11,2871,3.45,0.383
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-03-23,6,3186,3.18,0.188
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-03-30,7,3321,3.14,0.211
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-04-06,5,3083,3.23,0.162
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-04-13,8,3229,3.24,0.248
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-04-20,5,2567,3.66,0.195
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-04-27,11,2564,3.45,0.429
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-05-04,7,2995,3.27,0.234
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-05-11,10,2624,3.94,0.381
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-05-18,11,2648,3.69,0.415
https://www.miaphotobooth.net/post/what-are-the-photo-booth-pictures-called-understanding-photo-booth-photos,2026-05-25,7,1753,3.69,0.399
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-02-09,0,18,8.04,0.0
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-02-16,0,11,8.39,0.0
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-02-23,0,14,10.68,0.0
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-03-02,0,11,7.95,0.0
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-03-09,3,54,7.26,5.556
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-03-16,0,10,7.63,0.0
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-03-23,0,2,6.0,0.0
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-04-06,0,2,7.0,0.0
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-04-13,0,2,3.0,0.0
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-05-04,0,27,18.33,0.0
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-05-11,0,182,12.71,0.0
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-05-18,1,178,12.38,0.562
https://www.miaphotobooth.net/post/what-do-360-photo-booth-pictures-look-like,2026-05-25,1,92,30.23,1.087
https://www.miaphotobooth.net/post/what-is-a-360-photo-booth-a-complete-guide-for-event-planners,2026-03-23,0,12,25.54,0.0
https://www.miaphotobooth.net/post/what-is-a-360-photo-booth-a-complete-guide-for-event-planners,2026-03-30,0,25,22.36,0.0
https://www.miaphotobooth.net/post/what-is-a-360-photo-booth-a-complete-guide-for-event-planners,2026-04-06,0,51,34.17,0.0
https://www.miaphotobooth.net/post/what-is-a-360-photo-booth-a-complete-guide-for-event-planners,2026-04-13,0,54,25.05,0.0
https://www.miaphotobooth.net/post/what-is-a-360-photo-booth-a-complete-guide-for-event-planners,2026-04-20,0,38,27.41,0.0
https://www.miaphotobooth.net/post/what-is-a-360-photo-booth-a-complete-guide-for-event-planners,2026-04-27,0,18,29.53,0.0
https://www.miaphotobooth.net/post/what-is-a-360-photo-booth-a-complete-guide-for-event-planners,2026-05-04,0,1,10.0,0.0
https://www.miaphotobooth.net/post/what-is-a-360-photo-booth-a-complete-guide-for-event-planners,2026-05-11,0,1,12.0,0.0
https://www.miaphotobooth.net/post/what-is-a-360-photo-booth-a-complete-guide-for-event-planners,2026-05-18,0,2,10.0,0.0
https://www.miaphotobooth.net/post/what-is-a-360-photo-booth-a-complete-guide-for-event-planners,2026-05-25,0,1,11.0,0.0
https://www.miaphotobooth.net/post/what-is-glamour-shots,2026-02-09,0,15,8.01,0.0
https://www.miaphotobooth.net/post/what-is-glamour-shots,2026-02-16,0,9,8.73,0.0
https://www.miaphotobooth.net/post/what-is-glamour-shots,2026-02-23,0,20,8.68,0.0
https://www.miaphotobooth.net/post/what-is-glamour-shots,2026-03-02,0,20,7.13,0.0
https://www.miaphotobooth.net/post/what-is-glamour-shots,2026-03-09,0,25,7.19,0.0
https://www.miaphotobooth.net/post/what-is-glamour-shots,2026-03-16,0,31,7.76,0.0
https://www.miaphotobooth.net/post/what-is-glamour-shots,2026-03-23,0,9,7.75,0.0
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-02-09,235,11212,2.62,2.096
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-02-16,80,6615,2.86,1.209
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-02-23,113,6082,2.91,1.858
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-03-02,110,6087,2.93,1.807
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-03-09,113,6521,2.93,1.733
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-03-16,123,6605,2.77,1.862
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-03-23,133,6780,2.8,1.962
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-03-30,113,6292,2.87,1.796
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-04-06,116,6450,2.94,1.798
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-04-13,104,6279,3.04,1.656
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-04-20,120,6155,3.42,1.95
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-04-27,133,6295,3.63,2.113
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-05-04,141,6817,3.49,2.068
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-05-11,134,6312,3.64,2.123
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-05-18,129,6033,3.78,2.138
https://www.miaphotobooth.net/post/what-size-are-photo-booth-pictures-a-complete-breakdown,2026-05-25,98,5167,3.77,1.897
https://www.miaphotobooth.net/post/what-to-do-with-photo-booth-pictures,2026-02-09,0,2,8.5,0.0
https://www.miaphotobooth.net/post/what-to-do-with-photo-booth-pictures,2026-02-16,0,4,9.83,0.0
https://www.miaphotobooth.net/post/what-to-do-with-photo-booth-pictures,2026-02-23,0,5,6.62,0.0
https://www.miaphotobooth.net/post/what-to-do-with-photo-booth-pictures,2026-03-02,0,5,4.38,0.0
https://www.miaphotobooth.net/post/what-to-do-with-photo-booth-pictures,2026-03-09,0,6,9.5,0.0
https://www.miaphotobooth.net/post/what-to-do-with-photo-booth-pictures,2026-03-16,0,2,11.5,0.0
https://www.miaphotobooth.net/post/what-to-do-with-photo-booth-pictures,2026-03-23,0,4,8.33,0.0
https://www.miaphotobooth.net/post/what-to-do-with-photo-booth-pictures,2026-03-30,0,9,10.25,0.0
https://www.miaphotobooth.net/post/what-to-do-with-photo-booth-pictures,2026-04-06,0,2,11.0,0.0
https://www.miaphotobooth.net/post/what-type-of-photo-booth-to-hire,2026-02-09,0,1,10.0,0.0
https://www.miaphotobooth.net/post/what-type-of-photo-booth-to-hire,2026-02-16,0,1,30.0,0.0
https://www.miaphotobooth.net/post/what-you-need-for-a-360-photo-booth,2026-02-09,0,60,7.43,0.0
https://www.miaphotobooth.net/post/what-you-need-for-a-360-photo-booth,2026-02-16,2,94,5.6,2.128
https://www.miaphotobooth.net/post/why-hire-a-photo-booth-for-your-event,2026-02-16,0,1,8.0,0.0
https://www.miaphotobooth.net/post/why-miami-events-are-loving-social-booths,2026-03-02,0,4,15.33,0.0
https://www.miaphotobooth.net/post/why-miami-events-are-loving-social-booths,2026-03-09,0,4,24.5,0.0
https://www.miaphotobooth.net/post/why-miami-events-are-loving-social-booths,2026-03-16,0,1,1.0,0.0
https://www.miaphotobooth.net/post/why-miami-events-are-loving-social-booths,2026-03-30,0,4,8.0,0.0
https://www.miaphotobooth.net/post/why-miami-events-are-loving-social-booths,2026-04-20,0,3,5.0,0.0
https://www.miaphotobooth.net/post/why-miami-events-are-loving-social-booths,2026-04-27,0,5,3.78,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-02-09,0,15,21.52,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-02-16,0,7,17.2,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-02-23,0,12,19.97,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-03-02,0,5,3.17,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-03-09,0,5,17.11,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-03-16,0,18,26.85,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-03-23,0,8,27.31,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-03-30,0,13,40.47,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-04-06,0,2,5.0,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-04-13,0,8,53.28,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-04-20,0,13,21.12,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-04-27,0,6,33.61,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-05-04,0,5,28.88,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-05-11,0,9,48.61,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-05-18,0,19,33.84,0.0
https://www.miaphotobooth.net/premier-photobooth-rental-in-miami-springs-fl,2026-05-25,0,2,53.0,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-02-09,0,9,32.0,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-02-16,0,6,5.5,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-02-23,0,2,2.0,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-03-02,0,4,28.0,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-03-09,0,3,34.67,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-03-16,0,4,13.33,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-03-23,0,3,9.0,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-03-30,0,3,26.0,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-04-06,0,3,22.67,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-04-13,0,2,24.5,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-04-20,0,4,26.0,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-04-27,0,2,28.0,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-05-04,0,8,31.85,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-05-11,0,8,27.47,0.0
https://www.miaphotobooth.net/premium-photo-booth-rental-in-olympia-heights-fl,2026-05-25,0,4,9.0,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-02-09,0,25,52.12,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-02-16,0,98,52.32,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-02-23,0,41,57.94,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-03-02,0,34,58.29,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-03-09,0,46,48.54,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-03-16,0,52,41.37,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-03-23,0,36,45.32,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-03-30,0,36,42.5,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-04-06,0,30,54.2,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-04-13,0,25,63.91,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-04-20,0,30,58.11,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-04-27,0,29,60.69,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-05-04,0,24,55.33,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-05-11,0,14,70.37,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-05-18,0,23,73.79,0.0
https://www.miaphotobooth.net/prime-photo-booth-rental-in-southeast-gables-fl,2026-05-25,0,9,43.83,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-02-09,0,8,6.13,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-02-16,0,11,49.65,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-02-23,0,4,68.5,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-03-02,0,2,51.5,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-03-09,0,4,26.17,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-03-16,0,6,30.22,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-03-23,0,2,53.5,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-03-30,0,1,84.0,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-04-06,0,3,10.67,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-04-13,0,2,23.5,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-04-20,0,2,15.0,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-04-27,0,4,7.83,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-05-04,0,2,55.0,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-05-11,0,1,12.0,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-05-18,0,1,6.0,0.0
https://www.miaphotobooth.net/professional-photo-booth-rental-in-university-park-fl,2026-05-25,0,3,44.75,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-02-09,0,2,25.5,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-03-02,0,2,3.0,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-03-30,0,2,86.0,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-04-06,0,3,45.0,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-04-13,0,1,8.0,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-04-20,0,6,55.11,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-04-27,0,1,7.0,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-05-04,0,5,36.5,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-05-11,0,4,46.25,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-05-18,0,1,6.0,0.0
https://www.miaphotobooth.net/quality-photo-booth-rental-in-spring-garden-fl,2026-05-25,0,3,31.33,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-02-09,0,17,52.96,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-02-16,0,23,37.35,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-02-23,0,4,1.5,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-03-02,0,7,42.21,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-03-09,0,4,16.0,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-03-16,0,8,17.61,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-03-23,0,3,56.25,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-03-30,0,5,17.17,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-04-06,0,2,63.0,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-04-13,0,1,23.0,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-04-20,0,4,29.0,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-04-27,0,1,10.0,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-05-04,0,4,8.0,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-05-11,0,7,37.4,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-05-18,0,9,29.31,0.0
https://www.miaphotobooth.net/reliable-photo-booth-rental-in-flagami-fl,2026-05-25,0,3,13.33,0.0
https://www.miaphotobooth.net/roamer-booth,2026-02-09,0,40,19.19,0.0
https://www.miaphotobooth.net/roamer-booth,2026-02-16,1,82,16.85,1.22
https://www.miaphotobooth.net/roamer-booth,2026-02-23,0,36,14.13,0.0
https://www.miaphotobooth.net/roamer-booth,2026-03-02,1,47,15.4,2.128
https://www.miaphotobooth.net/roamer-booth,2026-03-09,0,52,15.85,0.0
https://www.miaphotobooth.net/roamer-booth,2026-03-16,0,49,14.3,0.0
https://www.miaphotobooth.net/roamer-booth,2026-03-23,0,34,17.01,0.0
https://www.miaphotobooth.net/roamer-booth,2026-03-30,1,41,20.13,2.439
https://www.miaphotobooth.net/roamer-booth,2026-04-06,0,32,21.14,0.0
https://www.miaphotobooth.net/roamer-booth,2026-04-13,0,31,20.91,0.0
https://www.miaphotobooth.net/roamer-booth,2026-04-20,0,32,14.71,0.0
https://www.miaphotobooth.net/roamer-booth,2026-04-27,0,30,11.7,0.0
https://www.miaphotobooth.net/roamer-booth,2026-05-04,0,25,20.83,0.0
https://www.miaphotobooth.net/roamer-booth,2026-05-11,0,38,16.8,0.0
https://www.miaphotobooth.net/roamer-booth,2026-05-18,0,25,19.97,0.0
https://www.miaphotobooth.net/roamer-booth,2026-05-25,0,29,24.54,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-02-09,0,177,18.97,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-02-16,0,196,14.21,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-02-23,0,95,15.93,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-03-02,0,76,20.43,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-03-09,0,104,12.26,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-03-16,0,121,17.16,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-03-23,0,100,12.6,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-03-30,0,104,13.3,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-04-06,0,80,10.82,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-04-13,1,59,14.44,1.695
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-04-20,0,74,26.74,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-04-27,0,71,14.11,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-05-04,0,59,16.04,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-05-11,0,77,19.48,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-05-18,0,53,26.98,0.0
https://www.miaphotobooth.net/serving-all-of-miami-fl,2026-05-25,0,29,15.21,0.0
https://www.miaphotobooth.net/social-booth,2026-02-09,0,1,7.0,0.0
https://www.miaphotobooth.net/social-booth,2026-02-16,0,5,6.67,0.0
https://www.miaphotobooth.net/social-booth,2026-02-23,0,4,5.83,0.0
https://www.miaphotobooth.net/social-booth,2026-03-02,0,6,5.88,0.0
https://www.miaphotobooth.net/social-booth,2026-03-09,0,2,8.0,0.0
https://www.miaphotobooth.net/social-booth,2026-03-30,0,7,6.1,0.0
https://www.miaphotobooth.net/social-booth,2026-04-06,0,3,9.33,0.0
https://www.miaphotobooth.net/social-booth,2026-04-13,0,2,8.5,0.0
https://www.miaphotobooth.net/social-booth,2026-04-20,0,4,7.17,0.0
https://www.miaphotobooth.net/social-booth,2026-04-27,0,3,4.25,0.0
https://www.miaphotobooth.net/social-booth,2026-05-04,0,1,3.0,0.0
https://www.miaphotobooth.net/social-booth,2026-05-11,0,10,8.12,0.0
https://www.miaphotobooth.net/social-booth,2026-05-18,0,1,11.0,0.0
https://www.miaphotobooth.net/social-booth,2026-05-25,0,1,4.0,0.0
https://www.miaphotobooth.net/studio-booth,2026-02-09,0,1,64.0,0.0
https://www.miaphotobooth.net/studio-booth,2026-02-16,0,11,9.0,0.0
https://www.miaphotobooth.net/studio-booth,2026-02-23,0,5,25.88,0.0
https://www.miaphotobooth.net/studio-booth,2026-03-02,0,6,6.5,0.0
https://www.miaphotobooth.net/studio-booth,2026-03-09,0,6,18.17,0.0
https://www.miaphotobooth.net/studio-booth,2026-03-16,0,10,19.28,0.0
https://www.miaphotobooth.net/studio-booth,2026-03-23,0,4,35.0,0.0
https://www.miaphotobooth.net/studio-booth,2026-03-30,0,8,33.25,0.0
https://www.miaphotobooth.net/studio-booth,2026-04-06,0,8,21.88,0.0
https://www.miaphotobooth.net/studio-booth,2026-04-13,0,4,26.75,0.0
https://www.miaphotobooth.net/studio-booth,2026-04-20,0,7,19.33,0.0
https://www.miaphotobooth.net/studio-booth,2026-04-27,0,12,17.45,0.0
https://www.miaphotobooth.net/studio-booth,2026-05-04,0,3,30.33,0.0
https://www.miaphotobooth.net/studio-booth,2026-05-11,0,10,10.9,0.0
https://www.miaphotobooth.net/studio-booth,2026-05-18,0,17,29.03,0.0
https://www.miaphotobooth.net/studio-booth,2026-05-25,0,4,7.33,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-02-09,0,9,34.83,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-02-16,0,95,22.68,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-02-23,0,41,20.16,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-03-02,0,17,9.09,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-03-09,0,9,31.96,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-03-16,0,29,36.1,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-03-23,0,25,8.32,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-03-30,0,46,17.71,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-04-06,0,22,9.26,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-04-13,0,11,23.73,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-04-20,0,19,20.91,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-04-27,0,13,41.62,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-05-04,0,15,11.24,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-05-11,0,31,25.11,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-05-18,0,25,21.12,0.0
https://www.miaphotobooth.net/stylish-photobooth-rental-in-virginia-gardens-fl,2026-05-25,0,16,27.98,0.0
https://www.miaphotobooth.net/top-photo-booth-rental-in-westwood-lakes-fl,2026-02-09,0,4,40.25,0.0
https://www.miaphotobooth.net/top-photo-booth-rental-in-westwood-lakes-fl,2026-02-16,0,27,51.02,0.0
https://www.miaphotobooth.net/top-photo-booth-rental-in-westwood-lakes-fl,2026-02-23,0,2,87.0,0.0
https://www.miaphotobooth.net/top-photo-booth-rental-in-westwood-lakes-fl,2026-03-09,0,2,46.0,0.0
