"url","type","topical","clicks_365","impressions_365","pos_365","clicks_90","impressions_90","clicks_30","impressions_30","trend_pct","internal_links","backlinks","ref_main_domains","current_decision","cohort","reason"
"https://www.surfpointrecovery.com/blog/how-to-stop-internet-addiction","blog","core","28","9291","19.7","18","4841","0","294","-87","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 28 clicks 365d"
"https://www.surfpointrecovery.com/locations/old-mill-basin","location_page","unclassified","28","8573","14.2","8","1964","0","150","-83.4","3","0","0","KEEP-AUDIT","B_bleeding","real-catchment location, 13 sess 90d, 0 conv 365d"
"https://www.surfpointrecovery.com/blog/can-alcohol-cause-ibs","blog","unclassified","26","37737","21.4","20","22041","3","1835","-81.8","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 26 clicks 365d"
"https://www.surfpointrecovery.com/blog/does-alcohol-cause-acne","blog","unclassified","25","30057","20.6","20","18910","0","925","-89.7","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 25 clicks 365d"
"https://www.surfpointrecovery.com/blog/can-you-drink-alcohol-after-the-covid-vaccine","blog","unclassified","25","24004","14.6","10","6881","0","72","-97.9","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 25 clicks 365d"
"https://www.surfpointrecovery.com/blog/what-is-cotton-fever","blog","unclassified","25","11686","16.8","8","3074","0","294","-78.8","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 25 clicks 365d"
"https://www.surfpointrecovery.com/blog/valtrex-valacyclovir-alcohol","blog","off_topic","24","44364","12","21","23289","0","1827","-83","0","0","0","NOINDEX","B_bleeding","low-value, 24 clicks 365d"
"https://www.surfpointrecovery.com/blog/can-alcohol-cause-ulcerative-colitis-uc","blog","unclassified","24","32301","17.8","11","12628","0","973","-83.3","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 24 clicks 365d"
"https://www.surfpointrecovery.com/blog/mold-and-addictions-strange-connection","blog","core","23","4889","7.4","7","2273","0","115","-89.3","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 23 clicks 365d"
"https://www.surfpointrecovery.com/blog/how-much-wine-to-get-drunk","blog","unclassified","23","39465","9.2","17","24789","2","2600","-76.6","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 23 clicks 365d"
"https://www.surfpointrecovery.com/blog/alcohol-blood-tests","blog","unclassified","22","40277","28.3","12","13800","1","2119","-63.7","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 22 clicks 365d"
"https://www.surfpointrecovery.com/blog/addiction-recovery-quotes-images","blog","core","22","7262","23.3","8","1544","1","252","-60.9","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 22 clicks 365d"
"https://www.surfpointrecovery.com/blog/how-to-stop-sex-addiction","blog","core","22","11407","29.4","18","9776","0","1193","-72.2","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 22 clicks 365d"
"https://www.surfpointrecovery.com/blog/most-addictive-habits","blog","unclassified","22","5744","16.6","5","2431","1","292","-72.6","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 22 clicks 365d"
"https://www.surfpointrecovery.com/blog/does-blue-cross-blue-shield-cover-rehab","blog","core","21","7885","20","11","3459","0","374","-75.7","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 21 clicks 365d"
"https://www.surfpointrecovery.com/blog/how-to-stop-video-game-addiction","blog","core","20","12138","22.6","10","7012","2","552","-82.9","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 20 clicks 365d"
"https://www.surfpointrecovery.com/blog/schizoid-vs-schizotypal-personality-disorder","blog","core","20","27505","20.6","8","15654","0","738","-90.1","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 20 clicks 365d"
"https://www.surfpointrecovery.com/blog/bradley-cooper-substance-abuse","blog","unclassified","20","7691","9.6","7","1797","0","118","-85.8","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 20 clicks 365d"
"https://www.surfpointrecovery.com/blog/how-alcohol-affects-relationships","blog","unclassified","20","13150","15.7","9","6187","1","331","-88.7","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 20 clicks 365d"
"https://www.surfpointrecovery.com/blog/alcohol-and-hair-loss","blog","unclassified","19","25974","29.5","12","5170","0","416","-82.5","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 19 clicks 365d"
"https://www.surfpointrecovery.com/blog/marijuana-addiction-statistics","blog","core","18","17637","15.3","11","8731","1","350","-91.6","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 18 clicks 365d"
"https://www.surfpointrecovery.com/blog/how-to-get-rid-of-alcohol-addiction-fallout-76","blog","core","18","17258","10.2","8","9864","1","1248","-71","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 18 clicks 365d"
"https://www.surfpointrecovery.com/blog/the-history-of-xanax","blog","core","18","16356","16.4","9","6558","0","404","-86.8","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 18 clicks 365d"
"https://www.surfpointrecovery.com/blog/emotional-effects-of-alcohol","blog","core","17","25781","28.6","11","9903","2","1571","-62.3","0","0","0","AUDIT (core topical)","B_bleeding","low-value, 17 clicks 365d"
"https://www.surfpointrecovery.com/blog/does-alcohol-cause-hot-flashes","blog","unclassified","17","27019","12.6","8","9900","0","583","-87.5","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 17 clicks 365d"
"https://www.surfpointrecovery.com/locations/accredited-addiction-recovery-center-in-bay-ridge-ny","location_page","core","16","2870","17.5","2","992","1","93","-79.1","3","0","0","KEEP-AUDIT","B_bleeding","real-catchment location, 17 sess 90d, 1 conv 365d"
"https://www.surfpointrecovery.com/blog/the-dangers-of-mixing-alcohol-accutane","blog","unclassified","16","15231","19.7","3","4671","0","25","-98.9","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 16 clicks 365d"
"https://www.surfpointrecovery.com/blog/consequences-of-drug-abuse","blog","unclassified","16","16552","20.2","7","3302","0","316","-78.8","0","0","0","AUDIT (unclassified w/ traffic)","B_bleeding","low-value, 16 clicks 365d"
